,Name,Brand,Colour,url,clean_text,tokenized,stopwords_removed,combined_postag_wnet,lemmatize_word_w_pos,lemmatize_text
363,ASOS DESIGN satin shirt with tie neck and blouson volume sleeve in brick red,ASOS DESIGN,BRICK RED,images.asos-media.com/products/asos-design-satin-shirt-with-tie-neck-and-blouson-volume-sleeve-in-brick-red/202956890-1-brickred,asos design satin shirt with tie neck and blouson volume sleeve in brick red,"['asos', 'design', 'satin', 'shirt', 'with', 'tie', 'neck', 'and', 'blouson', 'volume', 'sleeve', 'in', 'brick', 'red']","['asos', 'design', 'satin', 'shirt', 'tie', 'neck', 'blouson', 'volume', 'sleeve', 'brick', 'red']","[('asos', 'n'), ('design', 'n'), ('satin', 'n'), ('shirt', 'n'), ('tie', 'n'), ('neck', 'n'), ('blouson', 'n'), ('volume', 'n'), ('sleeve', 'n'), ('brick', 'n'), ('red', 'a')]","['asos', 'design', 'satin', 'shirt', 'tie', 'neck', 'blouson', 'volume', 'sleeve', 'brick', 'red']",asos design satin shirt tie neck blouson volume sleeve brick red
364,ASOS DESIGN boxy oversized shirt in chunky cord,ASOS DESIGN,APPLE GREEN,images.asos-media.com/products/asos-design-boxy-oversized-shirt-in-chunky-cord/202744806-1-applegreen,asos design boxy oversized shirt in chunky cord,"['asos', 'design', 'boxy', 'oversized', 'shirt', 'in', 'chunky', 'cord']","['asos', 'design', 'boxy', 'oversized', 'shirt', 'chunky', 'cord']","[('asos', 'n'), ('design', 'n'), ('boxy', 'a'), ('oversized', 'n'), ('shirt', 'n'), ('chunky', 'n'), ('cord', 'n')]","['asos', 'design', 'boxy', 'oversized', 'shirt', 'chunky', 'cord']",asos design boxy oversized shirt chunky cord
365,Only & Sons loose fit denim shorts in green,Only & Sons,LIMEADE,images.asos-media.com/products/only-sons-loose-fit-denim-shorts-in-green/202954237-1-limeade,only  sons loose fit denim shorts in green,"['only', 'sons', 'loose', 'fit', 'denim', 'shorts', 'in', 'green']","['sons', 'loose', 'fit', 'denim', 'shorts', 'green']","[('sons', 'n'), ('loose', 'r'), ('fit', 'a'), ('denim', 'n'), ('shorts', 'n'), ('green', 'n')]","['son', 'loose', 'fit', 'denim', 'short', 'green']",son loose fit denim short green
366,ADPT oversized ribbed jumper in dark grey,ADPT,Asphalt,images.asos-media.com/products/adpt-oversized-ribbed-jumper-in-dark-grey/203812080-1-asphalt,adpt oversized ribbed jumper in dark grey,"['adpt', 'oversized', 'ribbed', 'jumper', 'in', 'dark', 'grey']","['adpt', 'oversized', 'ribbed', 'jumper', 'dark', 'grey']","[('adpt', 'n'), ('oversized', 'n'), ('ribbed', 'n'), ('jumper', 'n'), ('dark', 'a'), ('grey', 'n')]","['adpt', 'oversized', 'ribbed', 'jumper', 'dark', 'grey']",adpt oversized ribbed jumper dark grey
367,ASOS DESIGN overshirt in brown wool mix buffalo check,ASOS DESIGN,BROWN,images.asos-media.com/products/asos-design-overshirt-in-brown-wool-mix-buffalo-check/202668091-1-brown,asos design overshirt in brown wool mix buffalo check,"['asos', 'design', 'overshirt', 'in', 'brown', 'wool', 'mix', 'buffalo', 'check']","['asos', 'design', 'overshirt', 'brown', 'wool', 'mix', 'buffalo', 'check']","[('asos', 'n'), ('design', 'n'), ('overshirt', 'n'), ('brown', 'a'), ('wool', 'n'), ('mix', 'n'), ('buffalo', 'n'), ('check', 'n')]","['asos', 'design', 'overshirt', 'brown', 'wool', 'mix', 'buffalo', 'check']",asos design overshirt brown wool mix buffalo check
368,Noak easy iron formal slim fit shirt in sateen twill in black,ASOS DESIGN,BLACK,images.asos-media.com/products/noak-easy-iron-formal-slim-fit-shirt-in-sateen-twill-in-black/203438743-1-black,noak easy iron formal slim fit shirt in sateen twill in black,"['noak', 'easy', 'iron', 'formal', 'slim', 'fit', 'shirt', 'in', 'sateen', 'twill', 'in', 'black']","['noak', 'easy', 'iron', 'formal', 'slim', 'fit', 'shirt', 'sateen', 'twill', 'black']","[('noak', 'n'), ('easy', 'a'), ('iron', 'v'), ('formal', 'a'), ('slim', 'a'), ('fit', 'a'), ('shirt', 'n'), ('sateen', 'n'), ('twill', 'n'), ('black', 'a')]","['noak', 'easy', 'iron', 'formal', 'slim', 'fit', 'shirt', 'sateen', 'twill', 'black']",noak easy iron formal slim fit shirt sateen twill black
369,Topman polar fleece shirt in chocolate brown,Topman,CHOC BROWN,images.asos-media.com/products/topman-polar-fleece-shirt-in-chocolate-brown/203235170-1-chocbrown,topman polar fleece shirt in chocolate brown,"['topman', 'polar', 'fleece', 'shirt', 'in', 'chocolate', 'brown']","['topman', 'polar', 'fleece', 'shirt', 'chocolate', 'brown']","[('topman', 'n'), ('polar', 'n'), ('fleece', 'n'), ('shirt', 'n'), ('chocolate', 'n'), ('brown', 'a')]","['topman', 'polar', 'fleece', 'shirt', 'chocolate', 'brown']",topman polar fleece shirt chocolate brown
370,ASOS DESIGN long sleeve polo in khaki,ASOS DESIGN,PESTO,images.asos-media.com/products/asos-design-long-sleeve-polo-in-khaki/203076714-1-pesto,asos design long sleeve polo in khaki,"['asos', 'design', 'long', 'sleeve', 'polo', 'in', 'khaki']","['asos', 'design', 'long', 'sleeve', 'polo', 'khaki']","[('asos', 'n'), ('design', 'n'), ('long', 'a'), ('sleeve', 'n'), ('polo', 'n'), ('khaki', 'n')]","['asos', 'design', 'long', 'sleeve', 'polo', 'khaki']",asos design long sleeve polo khaki
371,HIIT training legging short in khaki,HIIT,KHAKI,images.asos-media.com/products/hiit-training-legging-short-in-khaki/203027519-1-khaki,hiit training legging short in khaki,"['hiit', 'training', 'legging', 'short', 'in', 'khaki']","['hiit', 'training', 'legging', 'short', 'khaki']","[('hiit', 'n'), ('training', 'n'), ('legging', 'n'), ('short', 'a'), ('khaki', 'n')]","['hiit', 'training', 'legging', 'short', 'khaki']",hiit training legging short khaki
372,ASOS DESIGN 90s oversized cord shirt in bright purple,ASOS DESIGN,BRIGHT PURPLE,images.asos-media.com/products/asos-design-90s-oversized-cord-shirt-in-bright-purple/202821028-1-brightpurple,asos design 90s oversized cord shirt in bright purple,"['asos', 'design', '90s', 'oversized', 'cord', 'shirt', 'in', 'bright', 'purple']","['asos', 'design', '90s', 'oversized', 'cord', 'shirt', 'bright', 'purple']","[('asos', 'n'), ('design', 'n'), ('90s', 'n'), ('oversized', 'n'), ('cord', 'n'), ('shirt', 'n'), ('bright', 'a'), ('purple', 'a')]","['asos', 'design', '90', 'oversized', 'cord', 'shirt', 'bright', 'purple']",asos design 90 oversized cord shirt bright purple
373,Topman slim denim short in mid wash,Topman,Mid Wash,images.asos-media.com/products/topman-slim-denim-short-in-mid-wash/201735694-1-midwash,topman slim denim short in mid wash,"['topman', 'slim', 'denim', 'short', 'in', 'mid', 'wash']","['topman', 'slim', 'denim', 'short', 'mid', 'wash']","[('topman', 'n'), ('slim', 'a'), ('denim', 'n'), ('short', 'a'), ('mid', 'n'), ('wash', 'v')]","['topman', 'slim', 'denim', 'short', 'mid', 'wash']",topman slim denim short mid wash
374,ASOS DESIGN wedding skinny suit waistcoat in linen mix in micro texture in grey,ASOS DESIGN,GREY,images.asos-media.com/products/asos-design-wedding-skinny-suit-waistcoat-in-linen-mix-in-micro-texture-in-grey/201175288-1-grey,asos design wedding skinny suit waistcoat in linen mix in micro texture in grey,"['asos', 'design', 'wedding', 'skinny', 'suit', 'waistcoat', 'in', 'linen', 'mix', 'in', 'micro', 'texture', 'in', 'grey']","['asos', 'design', 'wedding', 'skinny', 'suit', 'waistcoat', 'linen', 'mix', 'micro', 'texture', 'grey']","[('asos', 'n'), ('design', 'n'), ('wedding', 'n'), ('skinny', 'n'), ('suit', 'n'), ('waistcoat', 'n'), ('linen', 'n'), ('mix', 'n'), ('micro', 'n'), ('texture', 'n'), ('grey', 'n')]","['asos', 'design', 'wedding', 'skinny', 'suit', 'waistcoat', 'linen', 'mix', 'micro', 'texture', 'grey']",asos design wedding skinny suit waistcoat linen mix micro texture grey
375,Noak 'Camden' slim premium fabric suit waistcoat in charcoal grey with stretch,Noak,CHARCOAL,images.asos-media.com/products/noak-camden-slim-premium-fabric-suit-waistcoat-in-charcoal-grey-with-stretch/202764352-1-charcoal,noak camden slim premium fabric suit waistcoat in charcoal grey with stretch,"['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'waistcoat', 'in', 'charcoal', 'grey', 'with', 'stretch']","['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'waistcoat', 'charcoal', 'grey', 'stretch']","[('noak', 'n'), ('camden', 'n'), ('slim', 'a'), ('premium', 'n'), ('fabric', 'n'), ('suit', 'n'), ('waistcoat', 'n'), ('charcoal', 'n'), ('grey', 'n'), ('stretch', 'v')]","['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'waistcoat', 'charcoal', 'grey', 'stretch']",noak camden slim premium fabric suit waistcoat charcoal grey stretch
376,ASOS DESIGN oversized t-shirt in black with dragon back print,ASOS DESIGN,BLACK,images.asos-media.com/products/asos-design-oversized-t-shirt-in-black-with-dragon-back-print/202754505-1-black,asos design oversized tshirt in black with dragon back print,"['asos', 'design', 'oversized', 'tshirt', 'in', 'black', 'with', 'dragon', 'back', 'print']","['asos', 'design', 'oversized', 'tshirt', 'black', 'dragon', 'back', 'print']","[('asos', 'n'), ('design', 'n'), ('oversized', 'n'), ('tshirt', 'n'), ('black', 'a'), ('dragon', 'n'), ('back', 'r'), ('print', 'n')]","['asos', 'design', 'oversized', 'tshirt', 'black', 'dragon', 'back', 'print']",asos design oversized tshirt black dragon back print
377,New Look slim pull on smart trouser in grey check,New Look,Grey Pattern,images.asos-media.com/products/new-look-slim-pull-on-smart-trouser-in-grey-check/204190680-1-greypattern,new look slim pull on smart trouser in grey check,"['new', 'look', 'slim', 'pull', 'on', 'smart', 'trouser', 'in', 'grey', 'check']","['new', 'look', 'slim', 'pull', 'smart', 'trouser', 'grey', 'check']","[('new', 'a'), ('look', 'n'), ('slim', 'a'), ('pull', 'n'), ('smart', 'n'), ('trouser', 'n'), ('grey', 'n'), ('check', 'n')]","['new', 'look', 'slim', 'pull', 'smart', 'trouser', 'grey', 'check']",new look slim pull smart trouser grey check
378,Levi's slouchy shirt with revere collar in large blue check,Levi's,BLUE,images.asos-media.com/products/levis-slouchy-shirt-with-revere-collar-in-large-blue-check/203922280-1-blue,levis slouchy shirt with revere collar in large blue check,"['levis', 'slouchy', 'shirt', 'with', 'revere', 'collar', 'in', 'large', 'blue', 'check']","['levis', 'slouchy', 'shirt', 'revere', 'collar', 'large', 'blue', 'check']","[('levis', 'n'), ('slouchy', 'n'), ('shirt', 'n'), ('revere', 'n'), ('collar', 'n'), ('large', 'a'), ('blue', 'a'), ('check', 'n')]","['levi', 'slouchy', 'shirt', 'revere', 'collar', 'large', 'blue', 'check']",levi slouchy shirt revere collar large blue check
379,New Look faux suede lace up shoes in stone,New Look,Stone,images.asos-media.com/products/new-look-faux-suede-lace-up-shoes-in-stone/203829360-1-stone,new look faux suede lace up shoes in stone,"['new', 'look', 'faux', 'suede', 'lace', 'up', 'shoes', 'in', 'stone']","['new', 'look', 'faux', 'suede', 'lace', 'shoes', 'stone']","[('new', 'a'), ('look', 'n'), ('faux', 'n'), ('suede', 'n'), ('lace', 'n'), ('shoes', 'n'), ('stone', 'n')]","['new', 'look', 'faux', 'suede', 'lace', 'shoe', 'stone']",new look faux suede lace shoe stone
380,ASOS DESIGN oversized stripe t-shirt in turquoise with chest embroidery - TURQUOISE - RED,ASOS DESIGN,TURQUOISE,images.asos-media.com/products/asos-design-oversized-stripe-t-shirt-in-turquoise-with-chest-embroidery-turquoise-red/202467361-1-turquoise,asos design oversized stripe tshirt in turquoise with chest embroidery  turquoise  red,"['asos', 'design', 'oversized', 'stripe', 'tshirt', 'in', 'turquoise', 'with', 'chest', 'embroidery', 'turquoise', 'red']","['asos', 'design', 'oversized', 'stripe', 'tshirt', 'turquoise', 'chest', 'embroidery', 'turquoise', 'red']","[('asos', 'n'), ('design', 'n'), ('oversized', 'n'), ('stripe', 'n'), ('tshirt', 'n'), ('turquoise', 'n'), ('chest', 'n'), ('embroidery', 'n'), ('turquoise', 'n'), ('red', 'a')]","['asos', 'design', 'oversized', 'stripe', 'tshirt', 'turquoise', 'chest', 'embroidery', 'turquoise', 'red']",asos design oversized stripe tshirt turquoise chest embroidery turquoise red
381,Herschel Supply Co Whaler nylon cap in ivy green,Herschel Supply Co,IVY GREEN,images.asos-media.com/products/herschel-supply-co-whaler-nylon-cap-in-ivy-green/202775106-1-ivygreen,herschel supply co whaler nylon cap in ivy green,"['herschel', 'supply', 'co', 'whaler', 'nylon', 'cap', 'in', 'ivy', 'green']","['herschel', 'supply', 'co', 'whaler', 'nylon', 'cap', 'ivy', 'green']","[('herschel', 'n'), ('supply', 'v'), ('co', 'n'), ('whaler', 'n'), ('nylon', 'n'), ('cap', 'n'), ('ivy', 'n'), ('green', 'n')]","['herschel', 'supply', 'co', 'whaler', 'nylon', 'cap', 'ivy', 'green']",herschel supply co whaler nylon cap ivy green
382,Noak 'Camden' slim premium fabric suit jacket in black with stretch,Noak,BLACK,images.asos-media.com/products/noak-camden-slim-premium-fabric-suit-jacket-in-black-with-stretch/202102180-1-black,noak camden slim premium fabric suit jacket in black with stretch,"['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'jacket', 'in', 'black', 'with', 'stretch']","['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'jacket', 'black', 'stretch']","[('noak', 'n'), ('camden', 'n'), ('slim', 'a'), ('premium', 'n'), ('fabric', 'n'), ('suit', 'n'), ('jacket', 'n'), ('black', 'a'), ('stretch', 'v')]","['noak', 'camden', 'slim', 'premium', 'fabric', 'suit', 'jacket', 'black', 'stretch']",noak camden slim premium fabric suit jacket black stretch
383,River Island textured check overshirt in mono,River Island,BLACK,images.asos-media.com/products/river-island-textured-check-overshirt-in-mono/203804250-1-black,river island textured check overshirt in mono,"['river', 'island', 'textured', 'check', 'overshirt', 'in', 'mono']","['river', 'island', 'textured', 'check', 'overshirt', 'mono']","[('river', 'n'), ('island', 'n'), ('textured', 'n'), ('check', 'n'), ('overshirt', 'n'), ('mono', 'n')]","['river', 'island', 'textured', 'check', 'overshirt', 'mono']",river island textured check overshirt mono
384,ASOS DESIGN slim tie in dark green tonic,ASOS DESIGN,DARK GREEN,images.asos-media.com/products/asos-design-slim-tie-in-dark-green-tonic/202965129-1-darkgreen,asos design slim tie in dark green tonic,"['asos', 'design', 'slim', 'tie', 'in', 'dark', 'green', 'tonic']","['asos', 'design', 'slim', 'tie', 'dark', 'green', 'tonic']","[('asos', 'n'), ('design', 'n'), ('slim', 'a'), ('tie', 'n'), ('dark', 'a'), ('green', 'a'), ('tonic', 'n')]","['asos', 'design', 'slim', 'tie', 'dark', 'green', 'tonic']",asos design slim tie dark green tonic
385,Only & Sons Edge baggy fit jeans in grey wash,Only & Sons,Grey Denim,images.asos-media.com/products/only-sons-edge-baggy-fit-jeans-in-grey-wash/203266505-1-greydenim,only  sons edge baggy fit jeans in grey wash,"['only', 'sons', 'edge', 'baggy', 'fit', 'jeans', 'in', 'grey', 'wash']","['sons', 'edge', 'baggy', 'fit', 'jeans', 'grey', 'wash']","[('sons', 'n'), ('edge', 'n'), ('baggy', 'n'), ('fit', 'a'), ('jeans', 'n'), ('grey', 'n'), ('wash', 'v')]","['son', 'edge', 'baggy', 'fit', 'jean', 'grey', 'wash']",son edge baggy fit jean grey wash
386,G-Star triple a straight leg jeans in light wash,G-Star,Blue,images.asos-media.com/products/g-star-triple-a-straight-leg-jeans-in-light-wash/203128883-1-blue,gstar triple a straight leg jeans in light wash,"['gstar', 'triple', 'a', 'straight', 'leg', 'jeans', 'in', 'light', 'wash']","['gstar', 'triple', 'straight', 'leg', 'jeans', 'light', 'wash']","[('gstar', 'n'), ('triple', 'n'), ('straight', 'r'), ('leg', 'n'), ('jeans', 'n'), ('light', 'a'), ('wash', 'v')]","['gstar', 'triple', 'straight', 'leg', 'jean', 'light', 'wash']",gstar triple straight leg jean light wash
387,ASOS DESIGN skinny double breasted suit jacket in stone,ASOS DESIGN,STONE,images.asos-media.com/products/asos-design-skinny-double-breasted-suit-jacket-in-stone/201450943-1-stone,asos design skinny double breasted suit jacket in stone,"['asos', 'design', 'skinny', 'double', 'breasted', 'suit', 'jacket', 'in', 'stone']","['asos', 'design', 'skinny', 'double', 'breasted', 'suit', 'jacket', 'stone']","[('asos', 'n'), ('design', 'n'), ('skinny', 'n'), ('double', 'n'), ('breasted', 'n'), ('suit', 'n'), ('jacket', 'n'), ('stone', 'n')]","['asos', 'design', 'skinny', 'double', 'breasted', 'suit', 'jacket', 'stone']",asos design skinny double breasted suit jacket stone
388,ASOS DESIGN wedding skinny double breasted blazer with gold buttons in chocolate brown,ASOS DESIGN,BROWN,images.asos-media.com/products/asos-design-wedding-skinny-double-breasted-blazer-with-gold-buttons-in-chocolate-brown/202275491-1-brown,asos design wedding skinny double breasted blazer with gold buttons in chocolate brown,"['asos', 'design', 'wedding', 'skinny', 'double', 'breasted', 'blazer', 'with', 'gold', 'buttons', 'in', 'chocolate', 'brown']","['asos', 'design', 'wedding', 'skinny', 'double', 'breasted', 'blazer', 'gold', 'buttons', 'chocolate', 'brown']","[('asos', 'n'), ('design', 'n'), ('wedding', 'n'), ('skinny', 'n'), ('double', 'n'), ('breasted', 'n'), ('blazer', 'n'), ('gold', 'a'), ('buttons', 'n'), ('chocolate', 'n'), ('brown', 'a')]","['asos', 'design', 'wedding', 'skinny', 'double', 'breasted', 'blazer', 'gold', 'button', 'chocolate', 'brown']",asos design wedding skinny double breasted blazer gold button chocolate brown
389,ASOS DESIGN regular floral satin jacquard shirt in gold,ASOS DESIGN,GOLD,images.asos-media.com/products/asos-design-regular-floral-satin-jacquard-shirt-in-gold/203622975-1-gold,asos design regular floral satin jacquard shirt in gold,"['asos', 'design', 'regular', 'floral', 'satin', 'jacquard', 'shirt', 'in', 'gold']","['asos', 'design', 'regular', 'floral', 'satin', 'jacquard', 'shirt', 'gold']","[('asos', 'n'), ('design', 'n'), ('regular', 'a'), ('floral', 'n'), ('satin', 'n'), ('jacquard', 'n'), ('shirt', 'n'), ('gold', 'a')]","['asos', 'design', 'regular', 'floral', 'satin', 'jacquard', 'shirt', 'gold']",asos design regular floral satin jacquard shirt gold
390,HIIT muscle fit t-shirt with contrast panels,HIIT,WHITE/BLACK,images.asos-media.com/products/hiit-muscle-fit-t-shirt-with-contrast-panels/203054056-1-whiteblack,hiit muscle fit tshirt with contrast panels,"['hiit', 'muscle', 'fit', 'tshirt', 'with', 'contrast', 'panels']","['hiit', 'muscle', 'fit', 'tshirt', 'contrast', 'panels']","[('hiit', 'n'), ('muscle', 'n'), ('fit', 'a'), ('tshirt', 'n'), ('contrast', 'n'), ('panels', 'n')]","['hiit', 'muscle', 'fit', 'tshirt', 'contrast', 'panel']",hiit muscle fit tshirt contrast panel
